Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Average_Rating,Rating_Count,Gross_Sales_EUR,Publisher_Revenue_EUR,Publisher,Genre
2005,The Twilight Saga,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",en,Intermediate,3.88,89204,1632280.0,979368.0,Penguin,Young Adult
2012,Tell the Wolves I'm Home,Carol Rifka Brunt,en,Excellent,4.04,85582,340.29,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
1972,All Creatures Great And Small,James Herriot,en,Excellent,4.31,64779,1024.29,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2011,The Unbecoming of Mara Dyer,Michelle Hodkin,en,Excellent,4.09,83847,1879290.0,1127574.0,Macmillan,Nonfiction
1997,Three to Get Deadly,Janet Evanovich,en,Excellent,4.14,113400,1109790.0,665874.0,Hachette,Historical Fiction
1971,The Monster at the End of This Book,"Jon Stone, Michael J, Smollin",en,Famous,4.45,102184,340.29,0.0,"Amazon Digital Services,  Inc,",Biography
1972,Tales of a Fourth Grade Nothing,Judy Blume,en,Excellent,4.09,106435,508.3,304.98,Penguin,Biography
2012,Shadow and Bone,Leigh Bardugo,en,Excellent,4.05,135225,678.3,0.0,"Amazon Digital Services,  Inc,",Young Adult
2009,Het diner,"Herman Koch, Sam Garrett",en,Novice,3.22,74979,848.3,0.0,"Amazon Digital Services,  Inc,",Horror
2013,Champion,Marie Lu,en,Excellent,4.37,114623,1688310.0,1012986.0,Simon and Schuster Digital Sales Inc,Historical Fiction
1985,Contact,Carl Sagan,en,Excellent,4.11,90917,1350310.0,810186.0,Random,Children’s
2011,Lola and the Boy Next Door,Stephanie Perkins,en,Intermediate,4.0,108370,674310.0,404586.0,"Amazon Digital Services,  Inc,",Children’s
1999,White Teeth,Zadie Smith,en,Intermediate,3.75,82474,167310.0,100386.0,"Amazon Digital Services,  Inc,",Young Adult
2012,"American Sniper: The Autobiography of the Most Lethal Sniper in U,S, Military History","Chris Kyle, Scott McEwen, Jim DeFelice",en,Intermediate,3.97,61422,2153060.0,1291836.0,Macmillan,Historical Fiction
2004,My Horizontal Life: A Collection of One-Night Stands,Chelsea Handler,en,Intermediate,3.79,83607,1294540.0,776724.0,Simon and Schuster Digital Sales Inc,Dystopian
2011,The Power of Six,Pittacus Lore,en,Excellent,4.17,97938,1843790.0,1106274.0,Macmillan,Nonfiction
2013,The Interestings,Meg Wolitzer,en,Intermediate,3.54,76566,1342320.0,805392.0,Harper,Young Adult
1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,en,Famous,4.65,93001,166.32,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2008,People of the Book,Geraldine Brooks,en,Intermediate,4.0,95796,1291920.0,775152.0,Penguin,Memoir
2012,The Secret Keeper,Kate Morton,en,Excellent,4.13,89460,332330.0,199398.0,Harper,Memoir
1984,"So Long, and Thanks for All the Fish",Douglas Adams,en,Excellent,4.08,93774,1985630.0,1191378.0,Harper,Historical Fiction
1927,Der Steppenwolf,"Hermann Hesse, Basil Creighton",en,Excellent,4.11,205807,833330.0,499998.0,"Amazon Digital Services,  Inc,",Science Fiction
2001,The Surgeon,Tess Gerritsen,en,Excellent,4.1,89468,1835330.0,1101198.0,Random,Philosophy
2012,The Girl You Left Behind,Jojo Moyes,en,Intermediate,3.95,80991,1152040.0,691224.0,Random,Thriller
1996,Royal Assassin,Robin Hobb,en,Excellent,4.21,82608,164.34,0.0,"Amazon Digital Services,  Inc,",Fantasy
1953,Childhood's End,"Arthur C, Clarke",en,Excellent,4.09,87141,1226.74,0.0,"Amazon Digital Services,  Inc,",Science Fiction
2004, The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",en,Intermediate,4.0,113066,1153.35,692.01,Penguin,Children’s
2007,"Animal, Vegetable, Miracle: A Year of Food Life","Barbara Kingsolver, Steven L, Hopp, Camille Kingsolver, Richard A, Houser",en,Excellent,4.03,83881,823.35,494.01,"Amazon Digital Services,  Inc,",Nonfiction
2014,Heir of Fire,"Sarah J, Maas",en,Excellent,4.53,123843,163.35,98.01,Hachette,Fantasy
1994,The Eye of the World,Robert Jordan,en,Excellent,4.1,91046,823.35,494.01,Hachette,Fantasy
2009,The Sweetness at the Bottom of the Pie,Alan Bradley,en,Intermediate,3.81,99841,1757.25,1054.35,Penguin,Mystery
2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,en,Intermediate,3.92,82090,162.36,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2005,A Breath of Snow and Ashes,Diana Gabaldon,en,Excellent,4.43,87098,1746.6,1047.96,Penguin,Historical Fiction
2014,The Blood of Olympus,Rick Riordan,en,Excellent,4.41,110719,162360.0,97416.0,"Amazon Digital Services,  Inc,",Fantasy
2016,Truly Madly Guilty,Liane Moriarty,en,Famous,3.55,90477,162.36,0.0,"Amazon Digital Services,  Inc,",Romance
2012,"Saga, Volume One","Brian K, Vaughan, Fiona Staples",en,Excellent,4.25,131906,162360.0,97416.0,"Amazon Digital Services,  Inc,",Graphic Novel
2011,The Art of Fielding,Chad Harbach,en,Intermediate,3.99,81712,324370.0,194622.0,"Amazon Digital Services,  Inc,",Historical Fiction
1964,A Moveable Feast,Ernest Hemingway,en,Excellent,4.04,69992,813370.0,488022.0,Penguin,Memoir
2006,Fablehaven,Brandon Mull,en,Excellent,4.08,99390,1470260.0,882156.0,Random,Adventure
2000,The Wide Window,"Lemony Snicket, Brett Helquist",en,Excellent,3.91,118624,161370.0,96822.0,"Amazon Digital Services,  Inc,",Children’s
2001,Grave Peril,Jim Butcher,en,Excellent,4.18,97736,322380.0,193428.0,"Amazon Digital Services,  Inc,",Fantasy
2007,"Einstein, His Life and Universe",Walter Isaacson,en,Excellent,4.08,71156,322380.0,193428.0,"Amazon Digital Services,  Inc,",Biography
2011,Effortless,"S,C, Stephens",en,Excellent,4.37,83085,160380.0,96228.0,"Amazon Digital Services,  Inc,",Romance
1998,The Street Lawyer,John Grisham,en,Intermediate,3.81,80577,320390.0,192234.0,Random,Thriller
1976,"Roll of Thunder, Hear My Cry","Mildred D, Taylor",en,Intermediate,3.79,92980,642390.0,385434.0,Hachette,Historical Fiction
2009,Pride and Prejudice and Zombies,"Seth Grahame-Smith, Jane Austen",en,Novice,3.28,103995,615020.0,369012.0,"Amazon Digital Services,  Inc,",Horror
2013,Lets Explore Diabetes with Owls,David Sedaris,en,Intermediate,3.8,81616,478.4,287.04,Macmillan,Satire
1987,Dirk Gently's Holistic Detective Agency,Douglas Adams,en,Excellent,3.97,89569,478.4,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2008,Rodrick Rules,Jeff Kinney,en,Excellent,4.1,91831,478.4,0.0,"Amazon Digital Services,  Inc,",Children’s
2015,Why Not Me?,Mindy Kaling,en,Intermediate,3.89,74199,1598.4,959.04,Random,Memoir
2014,Four: A Divergent Collection,Veronica Roth,en,Excellent,4.1,97058,475.41,0.0,"Amazon Digital Services,  Inc,",Dystopian
2015,Modern Romance,"Aziz Ansari, Eric Klinenberg",en,Intermediate,3.85,94231,157.41,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2012,The One and Only Ivan,"Katherine Applegate, Patricia Castelao",en,Excellent,4.24,85136,475.41,0.0,"Amazon Digital Services,  Inc,",Children’s
1997,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,en,Excellent,4.07,45382,634410.0,380646.0,Hachette,Adventure
2005,Elantris,Brandon Sanderson,en,Excellent,4.17,95950,314420.0,188652.0,Simon and Schuster Digital Sales Inc,Fantasy
2008,The Knife of Never Letting Go,Patrick Ness,en,Intermediate,3.96,99638,1136020.0,681612.0,"Amazon Digital Services,  Inc,",Dystopian
1998,One Thousand White Women: The Journals of May Dodd,Jim Fergus,en,Intermediate,3.88,84367,472420.0,283452.0,"Amazon Digital Services,  Inc,",Science Fiction
2009,Handle with Care,Jodi Picoult,en,Intermediate,3.96,90138,1420420.0,852252.0,Harper,Fiction
2004,Song of Susannah,"Stephen King, Darrel Anderson",en,Intermediate,3.98,84957,469.43,0.0,"Amazon Digital Services,  Inc,",Fantasy
2012,Reached,Ally Condie,en,Intermediate,3.56,109290,155.43,0.0,"Amazon Digital Services,  Inc,",Dystopian
1981,Midnight's Children,Salman Rushdie,en,Intermediate,3.99,75502,1474230.0,884538.0,"Amazon Digital Services,  Inc,",Romance
2004,The Zombie Survival Guide: Complete Protection from the Living Dead,Max Brooks,en,Intermediate,3.86,82535,154.44,0.0,"Amazon Digital Services,  Inc,",Nonfiction
1999,The Testament,John Grisham,en,Intermediate,3.83,80377,778440.0,467064.0,Random,Thriller
1930,Murder at the Vicarage,Agatha Christie,en,Excellent,4.03,93963,669240.0,401544.0,Harper,Mystery
1998,Among the Hidden ,Margaret Peterson Haddix,en,Intermediate,3.97,94478,2106.45,1263.87,Harper,Science Fiction
2007,In Defense of Food: An Eater's Manifesto,Michael Pollan,en,Excellent,4.07,80434,618.45,0.0,"Amazon Digital Services,  Inc,",Nonfiction
1958,The Witch of Blackbird Pond,Elizabeth George Speare,en,Intermediate,3.97,105770,1230460.0,738276.0,Penguin,Historical Fiction
2015,The Heir,Kiera Cass,en,Intermediate,3.85,111044,614.46,0.0,"Amazon Digital Services,  Inc,",Dystopian
2002,Shopaholic Ties the Knot,Sophie Kinsella,en,Intermediate,3.77,88139,460.46,0.0,"Amazon Digital Services,  Inc,",Romance
2015,Career of Evil,"Robert Galbraith, J,K, Rowling",en,Excellent,4.21,66979,1167320.0,700392.0,Penguin,Thriller
2009,The Summer I Turned Pretty,Jenny Han,en,Excellent,3.96,104730,610.47,0.0,"Amazon Digital Services,  Inc,",Romance
1998,Four to Score ,Janet Evanovich,en,Excellent,4.17,106871,151470.0,90882.0,"Amazon Digital Services,  Inc,",Horror
1996,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,en,Excellent,4.06,80906,151.47,0.0,"Amazon Digital Services,  Inc,",Memoir
2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","Steven D, Levitt, Stephen J, Dubner",en,Intermediate,3.95,85006,1176570.0,705942.0,Penguin,Nonfiction
2006,Darkfever,Karen Marie Moning,en,Excellent,4.14,110812,1618.8,971.28,Penguin,Fantasy
1995,Stone of Tears,Terry Goodkind,en,Excellent,4.1,83235,1111120.0,666672.0,Penguin,Fantasy
2010,Heart of the Matter,Emily Giffin,en,Intermediate,3.73,83461,910480.0,546288.0,Simon and Schuster Digital Sales Inc,Romance
1959,The Sirens of Titan,"Kurt Vonnegut Jr,",en,Excellent,4.16,72493,151.0,90.6,"Amazon Digital Services,  Inc,",Science Fiction
1992,Dolores Claiborne,"Stephen King, Dominique Dill",fr,Intermediate,3.81,71053,661380.0,396828.0,"Amazon Digital Services,  Inc,",Thriller
2016,The Nest,Cynthia D'Aprix Sweeney,en,Novice,3.45,79762,1508490.0,905094.0,"Amazon Digital Services,  Inc,",Graphic Novel
2001,"Fables, Volume 1: Legends in Exile","Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",en,Intermediate,3.99,101016,1125.0,675.0,Penguin,Graphic Novel
2001,Getting Things Done: How To Achieve Stress-free Productivity,David    Allen,en,Intermediate,3.98,75665,598.5,0.0,"Amazon Digital Services,  Inc,",Politics
1993,The Celestine Prophecy,James Redfield,en,Intermediate,3.6,72675,594510.0,356706.0,Penguin,Nonfiction
2012,My Life Next Door ,Huntley Fitzpatrick,en,Excellent,4.02,102012,594510.0,356706.0,Simon and Schuster Digital Sales Inc,Young Adult
2012,Winter of the World,Ken Follett,en,Excellent,4.29,71971,1488510.0,893106.0,Harper,Historical Fiction
1999,Lucky,Alice Sebold,en,Intermediate,3.77,77462,1427420.0,856452.0,"Amazon Digital Services,  Inc,",Memoir
1927,To The Lighthouse ,Virginia Woolf,en,Intermediate,3.76,83066,1144040.0,686424.0,Macmillan,Historical Fiction
2004,Five Point Someone: What Not to Do at IIT,Chetan Bhagat,en,Intermediate,3.43,67438,146.52,0.0,"Amazon Digital Services,  Inc,",Young Adult
1993,Guilty Pleasures,"Laurell K, Hamilton",en,Excellent,4.02,104252,442.52,0.0,"Amazon Digital Services,  Inc,",Fantasy
2002,The Messenger,Markus Zusak,en,Excellent,4.09,93119,145530.0,87318.0,"Amazon Digital Services,  Inc,",Historical Fiction
1987,Equal Rites,Terry Pratchett,en,Excellent,4.0,88673,145.53,0.0,"Amazon Digital Services,  Inc,",Horror
2000,House of Leaves,"Mark Z, Danielewski",en,Excellent,4.13,75469,439.53,0.0,"Amazon Digital Services,  Inc,",Thriller
1993,Cruel & Unusual,Patricia Cornwell,nl,Excellent,4.11,83695,439530.0,263718.0,"Amazon Digital Services,  Inc,",Thriller
2013,Sycamore Row,John Grisham,en,Intermediate,3.98,56315,1074570.0,644742.0,Penguin,Fantasy
2011,Awakened,"P,C, Cast, Kristin Cast",en,Excellent,4.02,101234,675980.0,405588.0,Hachette,Historical Fiction
2006,Life As We Knew It,Susan Beth Pfeffer,en,Intermediate,3.89,94282,1097920.0,658752.0,"Amazon Digital Services,  Inc,",Satire
2004,America (The Book): A Citizen's Guide to Democracy Inaction,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J,R, Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",en,Excellent,4.02,74511,1166540.0,699924.0,Random,Memoir
2004,90 Minutes in Heaven,"Don Piper, Cecil Murphey",en,Intermediate,3.91,67937,1251220.0,750732.0,"Amazon Digital Services,  Inc,",Romance
2012,The Longest Ride,Nicholas Sparks,en,Excellent,4.14,71276,144.54,0.0,"Amazon Digital Services,  Inc,",Romance
1979,Kane and Abel,Jeffrey Archer,en,Excellent,4.27,74052,723.55,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2008,Change of Heart,Jodi Picoult,en,Intermediate,3.91,86471,990.35,594.21,Simon and Schuster Digital Sales Inc,Fiction
2003,Dry: A Memoir,Augusten Burroughs,en,Excellent,4.01,70550,1448.55,869.13,"Amazon Digital Services,  Inc,",Nonfiction
2001,Sam's Letters To Jennifer,James Patterson,en,Excellent,4.15,77538,868.55,521.13,Hachette,Science Fiction
1969,Dune Messiah ,Frank Herbert,en,Intermediate,3.86,82580,570.57,0.0,"Amazon Digital Services,  Inc,",Science Fiction
1945,The Great Divorce,"C,S, Lewis",en,Excellent,4.28,75031,1428570.0,857142.0,Penguin,Fantasy
2004,Little Earthquakes,Jennifer Weiner,en,Intermediate,3.76,77592,1072.5,643.5,Random,Nonfiction
2009,New Moon: The Complete Illustrated Movie Companion,Mark Cotta Vaz,en,Excellent,4.34,82399,1560580.0,936348.0,Penguin,Fantasy
2014,Maybe Someday,Colleen Hoover,en,Excellent,4.33,81707,969860.0,581916.0,Random,Romance
1999,Mr Maybe,Jane Green,en,Intermediate,3.41,78132,562.59,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2011,A Stolen Life,Jaycee Dugard,en,Intermediate,3.89,72713,558.6,0.0,"Amazon Digital Services,  Inc,",Memoir
2010,The Immortals of Meluha,Amish Tripathi,en,Intermediate,4.0,62784,418.6,251.16,"Amazon Digital Services,  Inc,",Historical Fiction
1995,The Lost World,Michael Crichton,en,Intermediate,3.72,83389,1398.6,839.16,"Amazon Digital Services,  Inc,",Science Fiction
2013,Requiem,Lauren Oliver,en,Intermediate,3.74,100593,698.6,0.0,"Amazon Digital Services,  Inc,",Young Adult
1996,A Crown of Swords,Robert Jordan,en,Excellent,4.0,86421,137.61,0.0,"Amazon Digital Services,  Inc,",Fantasy
1985,Blood Meridian: Or the Evening Redness in the West,Cormac McCarthy,en,Excellent,4.18,71095,725880.0,435528.0,Penguin,Historical Fiction
2012,Finale,Becca Fitzpatrick,en,Excellent,4.22,107569,1516620.0,909972.0,Penguin,Young Adult
1985,Skeleton Crew,Stephen King,en,Excellent,3.93,82320,957720.0,574632.0,Random,Horror
2002,Lullaby,Chuck Palahniuk,en,Intermediate,3.73,66713,1094630.0,656778.0,Hachette,Thriller
2009,Two States,Chetan Bhagat,en,Intermediate,3.42,67866,836.4,501.84,"Amazon Digital Services,  Inc,",Romance
2002,Summer Knight,Jim Butcher,en,Excellent,4.3,91012,542.64,0.0,"Amazon Digital Services,  Inc,",Fantasy
1968,Dragonflight,"Anne McCaffrey, Teodor PanasiÃâski",en,Excellent,4.1,95378,133.65,0.0,"Amazon Digital Services,  Inc,",Science Fiction
2007,"The History of the Hobbit, Part One: Mr, Baggins","John D, Rateliff, J,R,R, Tolkien",en,Intermediate,3.81,108399,538.65,0.0,"Amazon Digital Services,  Inc,",Fantasy
2014,Ugly Love,Colleen Hoover,en,Excellent,4.3,107583,808.65,485.19,Random,Romance
1998,Chocolat,Joanne Harris,en,Intermediate,3.95,84770,873680.0,524208.0,"Amazon Digital Services,  Inc,",Nonfiction
1977,The Amityville Horror,Jay Anson,en,Intermediate,3.82,80959,1191260.0,714756.0,Hachette,Horror
1992,The English Patient,Michael Ondaatje,en,Intermediate,3.88,83741,663.67,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2012,Gabriel's Rapture,Sylvain Reynard,en,Excellent,4.22,91213,530.67,0.0,"Amazon Digital Services,  Inc,",Romance
2009,Let the Great World Spin,Colum McCann,en,Intermediate,3.93,71515,394.68,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2003,The Eternity Code,Eoin Colfer,en,Excellent,4.04,94437,394.68,0.0,"Amazon Digital Services,  Inc,",Science Fiction
2001,Tell No One,Harlan Coben,en,Excellent,4.11,78070,394680.0,236808.0,"Amazon Digital Services,  Inc,",Thriller
1987,The Tommyknockers,Stephen King,en,Excellent,3.48,89262,790.68,0.0,"Amazon Digital Services,  Inc,",Horror
2010,Hex Hall,Rachel Hawkins,en,Intermediate,3.96,109881,526.68,0.0,"Amazon Digital Services,  Inc,",Young Adult
2010,Steal Like an Artist,Austin Kleon,en,Intermediate,3.86,93625,130680.0,78408.0,"Amazon Digital Services,  Inc,",Nonfiction
1999,Cryptonomicon,Neal Stephenson,en,Excellent,4.25,72683,327360.0,196416.0,Random,Thriller
2013,Beautiful Bastard,Christina Lauren,en,Excellent,4.05,111668,394.68,0.0,"Amazon Digital Services,  Inc,",Romance
2000,Prodigal Summer,Barbara Kingsolver,en,Intermediate,3.98,78529,260690.0,156414.0,Simon and Schuster Digital Sales Inc,Nonfiction
1996,We Were the Mulvaneys,Joyce Carol Oates,en,Intermediate,3.7,77251,1395.15,837.09,Hachette,Historical Fiction
1993,Understanding Comics: The Invisible Art,Scott McCloud,en,Intermediate,3.98,77277,129690.0,77814.0,"Amazon Digital Services,  Inc,",Graphic Novel
2010,Beautiful Darkness,"Kami Garcia, Margaret Stohl",en,Intermediate,3.84,95447,260690.0,156414.0,Harper,Young Adult
2011,The Psychopath Test,Jon Ronson,en,Intermediate,3.91,44097,492.7,295.62,Macmillan,Nonfiction
2005,Vanishing Acts,Jodi Picoult,en,Intermediate,3.68,79662,258.7,155.22,Random,Nonfiction
1995,Absolute Power,David Baldacci,en,Excellent,4.15,72481,1656.2,993.72,Macmillan,Thriller
2000,Hot Six,Janet Evanovich,en,Excellent,4.18,99329,514.71,0.0,"Amazon Digital Services,  Inc,",Thriller
2012,The Time Keeper,Mitch Albom,en,Excellent,3.85,72277,127.71,0.0,"Amazon Digital Services,  Inc,",Romance
2006,A Dirty Job,Christopher Moore,en,Excellent,4.08,78523,127710.0,76626.0,"Amazon Digital Services,  Inc,",Nonfiction
2003,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,en,Excellent,4.24,66406,127.71,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2003,The Amulet of Samarkand,Jonathan Stroud,en,Excellent,3.99,86062,127.71,0.0,"Amazon Digital Services,  Inc,",Fantasy
2007,I Am America (And So Can You!),"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",en,Intermediate,3.91,71023,885760.0,531456.0,Penguin,Satire
1981,The One Minute Manager,"Kenneth H, Blanchard, Spencer Johnson",en,Intermediate,3.85,70241,888320.0,532992.0,"Amazon Digital Services,  Inc,",Nonfiction
1958,Exodus,Leon Uris,en,Excellent,4.33,77258,1470720.0,882432.0,Random,Historical Fiction
1994,Stones from the River,Ursula Hegi,en,Excellent,4.07,80056,787.2,472.32,"Amazon Digital Services,  Inc,",Historical Fiction
1939,The Big Sleep,Raymond Chandler,en,Excellent,4.04,84489,126720.0,76032.0,"Amazon Digital Services,  Inc,",Memoir
1945,Cannery Row ,John Steinbeck,en,Excellent,4.02,81598,1153280.0,691968.0,Harper,Historical Fiction
2011,"Seriously,,,I'm Kidding",Ellen DeGeneres,en,Intermediate,3.72,74358,843280.0,505968.0,Hachette,Memoir
2000,The Miserable Mill,"Lemony Snicket, Brett Helquist",en,Excellent,3.83,101325,1395730.0,837438.0,Penguin,Children’s
2012,The Snow Child,Eowyn Ivey,en,Intermediate,3.95,72328,125730.0,75438.0,"Amazon Digital Services,  Inc,",Historical Fiction
2013,Wait for You,"J, Lynn, Jennifer L, Armentrout",en,Excellent,4.19,106236,506.73,0.0,"Amazon Digital Services,  Inc,",Romance
2009,The Last Straw,Jeff Kinney,en,Excellent,4.11,82518,502.74,0.0,"Amazon Digital Services,  Inc,",Children’s
1982,The Tao of Pooh,"Benjamin Hoff, Ernest H, Shepard",en,Excellent,4.01,69975,1198.75,719.25,Harper,Philosophy
2012,Onyx,"Jennifer L, Armentrout",en,Excellent,4.33,111448,1127.5,676.5,Random,Fantasy
2013,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,en,Excellent,4.28,109183,122760.0,73656.0,"Amazon Digital Services,  Inc,",Young Adult
2003,The Birth of Venus,Sarah Dunant,en,Intermediate,3.79,78129,370.76,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
2005,The Opal Deception,Eoin Colfer,en,Excellent,4.04,95638,121770.0,73062.0,"Amazon Digital Services,  Inc,",Thriller
2015,Det som inte dÃÂ¶dar oss,"David Lagercrantz, Stieg Larsson, George Goulding",en,Intermediate,3.73,53751,121770.0,73062.0,Random,Young Adult
2016,The Girls,Emma Cline,en,Novice,3.49,76761,974780.0,584868.0,Random,Mystery
2003,The Goose Girl,Shannon Hale,en,Excellent,4.18,92952,120780.0,72468.0,Simon and Schuster Digital Sales Inc,Horror
2001,Mystic River,Dennis Lehane,en,Excellent,4.19,86103,1096780.0,658068.0,Random,Historical Fiction
2010,Warm Bodies,Isaac Marion,en,Intermediate,3.93,66381,486780.0,292068.0,"Amazon Digital Services,  Inc,",Science Fiction
1966,The Moon is a Harsh Mistress,"Robert A, Heinlein",en,Excellent,4.17,80366,930490.0,558294.0,Penguin,Science Fiction
2010,The Forty Rules of Love,Elif Shafak,en,Excellent,4.17,35283,119790.0,71874.0,"Amazon Digital Services,  Inc,",Romance
1999,High Five,Janet Evanovich,en,Excellent,4.17,92737,671.55,402.93,"Amazon Digital Services,  Inc,",Romance
2013,Joyland,Stephen King,en,Excellent,3.9,75018,118.8,0.0,"Amazon Digital Services,  Inc,",Horror
1933,Tender Is the Night,"F, Scott Fitzgerald",en,Intermediate,3.83,79008,118.8,71.28,"Amazon Digital Services,  Inc,",Historical Fiction
1984,Cold Sassy Tree,Olive Ann Burns,en,Intermediate,3.99,82281,950810.0,570486.0,Random,Historical Fiction
1945,The Glass Menagerie,Tennessee Williams,en,Intermediate,3.67,90032,117810.0,70686.0,"Amazon Digital Services,  Inc,",Fantasy
2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",en,Intermediate,3.88,64637,912730.0,547638.0,Random,Historical Fiction
2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,en,Intermediate,3.84,66129,355.81,0.0,"Amazon Digital Services,  Inc,",Nonfiction
1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,"Robin S, Sharma",en,Intermediate,3.77,52031,117.81,0.0,"Amazon Digital Services,  Inc,",Nonfiction
2011,Rules of Civility,Amor Towles,en,Intermediate,3.99,75541,712810.0,427686.0,Penguin,Historical Fiction
1970,Ringworld,Larry Niven,en,Intermediate,3.96,76925,117810.0,70686.0,"Amazon Digital Services,  Inc,",Fiction
2011,Between Shades of Gray,Ruta Sepetys,en,Excellent,4.36,87718,236810.0,142086.0,"Amazon Digital Services,  Inc,",Historical Fiction
1996,Frindle,"Andrew Clements, Brian Selznick",en,Intermediate,3.79,83351,712810.0,427686.0,Macmillan,Children’s
2009,Dog Days,Jeff Kinney,en,Excellent,4.14,78592,474.81,0.0,"Amazon Digital Services,  Inc,",Children’s
2012,The Round House,Louise Erdrich,en,Intermediate,3.91,67928,355.81,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
1973,A Wind in the Door,Madeleine L'Engle,en,Excellent,4.07,87277,355.81,0.0,"Amazon Digital Services,  Inc,",Fantasy
2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,en,Excellent,4.18,81621,1188810.0,713286.0,Hachette,Dystopian
2015,A Little Life,Hanya Yanagihara,en,Excellent,4.27,66782,355810.0,213486.0,"Amazon Digital Services,  Inc,",Historical Fiction
2003,"Y: The Last Man, Vol, 1: Unmanned","Brian K, Vaughan, Pia Guerra, JosÃÂ© MarzÃÂ¡n Jr,",en,Excellent,4.12,81326,117.81,0.0,"Amazon Digital Services,  Inc,",Graphic Novel
2011,The Alloy of Law,Brandon Sanderson,en,Excellent,4.2,72185,593.81,0.0,"Amazon Digital Services,  Inc,",Fantasy
2011,Dead Reckoning,Charlaine Harris,en,Intermediate,3.77,87066,117810.0,70686.0,"Amazon Digital Services,  Inc,",Thriller
1985,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",en,Intermediate,3.9,80075,784210.0,470526.0,"Amazon Digital Services,  Inc,",Historical Fiction
2012,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃÂ¡enz,en,Excellent,4.34,108884,1082.9,649.74,"Amazon Digital Services,  Inc,",Young Adult
1985,Hard-Boiled Wonderland,"Haruki Murakami, Alfred Birnbaum",en,Excellent,4.15,147890,117810.0,70686.0,"Amazon Digital Services,  Inc,",Nonfiction
1994,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R, Clarke",en,Intermediate,3.57,62106,915110.0,549066.0,Random,Historical Fiction
1990,Four Past Midnight,Stephen King,en,Excellent,3.9,76376,640220.0,384132.0,Harper,Thriller
2012,The Marriage Bargain,Jennifer Probst,en,Intermediate,3.81,91630,1307810.0,784686.0,Random,Romance
1930,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",en,Excellent,4.15,82102,593.81,0.0,"Amazon Digital Services,  Inc,",Children’s
2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,en,Intermediate,3.71,59973,355.81,0.0,"Amazon Digital Services,  Inc,",Historical Fiction
1996,Children of the Mind,Orson Scott Card,en,Intermediate,3.74,74517,1022210.0,613326.0,"Amazon Digital Services,  Inc,",Fiction
1998,Someone Like You,Sarah Dessen,en,Excellent,3.94,84358,355810.0,213486.0,Simon and Schuster Digital Sales Inc,Young Adult
2003,Moloka'i,Alan Brennert,en,Excellent,4.15,75307,950810.0,570486.0,Harper,Historical Fiction
1990,The Witching Hour,Anne Rice,en,Excellent,4.1,79824,357540.0,214524.0,"Amazon Digital Services,  Inc,",Horror
